brand,product,name,hex,L_val,a_val,b_val
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,shell,#EFCBA4,214,135,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,linen,#F3CEB0,217,137,148
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,alabaster,#F2CBB4,215,138,145
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,porcelain,#F6C8A7,214,140,151
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,ivory,#F0C4AB,210,140,146
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sand,#F2C79D,212,138,155
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cashmere,#DFB38A,194,138,155
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,vanilla,#EEC29C,208,139,153
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,bisque,#EAB498,198,144,150
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cashew,#DDAD8C,190,141,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,teak,#E5AE8F,192,144,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,desert,#E0AE8C,191,142,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,buff,#E1B186,193,140,157
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,buttercup,#E2AD7F,190,142,159
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,camel,#D59C79,176,145,155
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,noisette,#D49971,174,145,158
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,pebble,#D8A284,181,144,151
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,driftwood,#DBA679,184,142,159
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cassava,#D29B7B,175,145,153
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,khaki,#CE9770,171,144,157
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,olive,#CC9A70,172,141,157
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,hazel,#C38353,154,148,164
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,fawn,#AD6D4B,133,150,157
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,bamboo,#AA6D46,132,148,160
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,tan,#AA7555,138,145,154
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,café,#A56949,128,149,156
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sepia,#A36446,124,150,156
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,amber,#A0633F,122,149,159
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,maple,#965837,112,151,158
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,terracotta,#865034,101,148,154
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cardamom,#79442C,89,148,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,coconut,#754127,85,148,153
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,walnut,#6C3923,77,148,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,mocha,#74462C,88,145,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,clove,#7B472E,91,148,152
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,truffle,#713E2A,82,148,150
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,sienna,#663727,73,148,147
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,espresso,#643927,74,145,148
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,mahogany,#5B332A,66,145,142
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,tonka,#5B3429,67,144,142
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,cacao,#4F322C,61,141,137
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,chestnut,#472D29,55,140,136
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,fair cool,#EACFB7,216,134,143
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,light warm,#F7D3B3,222,136,149
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,light neutral warm,#E9C7A4,210,135,150
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium neutral,#D0B099,189,136,144
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,shade   medium neutral warm,#DCB590,195,137,152
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium warm,#D5A575,181,140,160
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,medium-tan neutral,#C88C3F,160,144,177
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,tan warm,#AB6939,130,150,166
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep neutral,#8D5D35,112,143,158
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,deep warm,#914D26,103,153,163
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark neutral,#6E452B,85,143,151
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,dark warm,#83503F,101,147,147
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,fair cool,#E3CFB7,215,131,142
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral,#EDD2B5,219,133,146
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,light neutral warm,#DFC7A5,208,131,148
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium neutral,#C7AE98,185,134,143
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,shade   medium neutral warm,#DAB48A,193,136,155
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium warm,#D0A270,178,139,160
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,medium-tan neutral,#C39E68,172,135,161
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,tan warm,#B48E69,158,137,153
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep neutral,#B78145,149,142,168
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,deep warm,#946542,120,143,155
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark neutral,#926738,120,140,161
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,dark warm,#7F5739,104,141,152
It Cosmetics,CC+ Cream with SPF 50+,fair,#F9EFE3,242,129,135
It Cosmetics,CC+ Cream with SPF 50+,fair light,#FCEBDB,240,131,138
It Cosmetics,CC+ Cream with SPF 50+,light,#FBE6D1,236,132,141
It Cosmetics,CC+ Cream with SPF 50+,light medium,#F6CEAB,218,137,151
It Cosmetics,CC+ Cream with SPF 50+,medium,#EEC7A0,211,136,153
It Cosmetics,CC+ Cream with SPF 50+,neutral medium,#F1C09B,207,141,153
It Cosmetics,CC+ Cream with SPF 50+,medium tan,#E0AE86,191,141,156
It Cosmetics,CC+ Cream with SPF 50+,neutral tan,#E6A77C,187,146,159
It Cosmetics,CC+ Cream with SPF 50+,tan,#E1965E,175,151,169
It Cosmetics,CC+ Cream with SPF 50+,rich,#C6713E,144,157,170
It Cosmetics,CC+ Cream with SPF 50+,rich honey,#9E502B,110,158,164
It Cosmetics,CC+ Cream with SPF 50+,deep,#85412F,92,155,152
It Cosmetics,Your Skin But Better Foundation + Skincare,medium neutral,#D9A681,184,142,154
It Cosmetics,Your Skin But Better Foundation + Skincare,fair warm,#FAE6D2,236,132,140
It Cosmetics,Your Skin But Better Foundation + Skincare,fair neutral,#E8CCB5,214,134,143
It Cosmetics,Your Skin But Better Foundation + Skincare,light cool,#F4CBA8,215,138,151
It Cosmetics,Your Skin But Better Foundation + Skincare,light neutral,#EAC1A9,207,139,146
It Cosmetics,Your Skin But Better Foundation + Skincare,light warm,#EDC6A1,210,137,152
It Cosmetics,Your Skin But Better Foundation + Skincare,medium cool,#DDB290,193,139,151
It Cosmetics,Your Skin But Better Foundation + Skincare,medium warm,#D7A06F,179,143,161
It Cosmetics,Your Skin But Better Foundation + Skincare,tan neutral,#C1936F,164,141,154
It Cosmetics,Your Skin But Better Foundation + Skincare,tan cool,#CD996C,171,142,159
It Cosmetics,Your Skin But Better Foundation + Skincare,tan warm,#D09868,171,143,161
It Cosmetics,Your Skin But Better Foundation + Skincare,rich cool,#AA7451,137,145,156
It Cosmetics,Your Skin But Better Foundation + Skincare,rich warm,#9E6338,122,147,162
It Cosmetics,Your Skin But Better Foundation + Skincare,rich neutral,#9E6E4D,129,143,154
It Cosmetics,Your Skin But Better Foundation + Skincare,deep neutral,#7C4E3A,97,145,148
It Cosmetics,Your Skin But Better Foundation + Skincare,deep cool,#895337,104,148,154
It Cosmetics,Your Skin But Better Foundation + Skincare,deep warm,#73492A,90,143,154
KVD Vegan Beauty,Lock-It Foundation,medium,#D19264,168,147,162
KVD Vegan Beauty,Lock-It Foundation,light,#F9D3B9,222,138,146
KVD Vegan Beauty,Lock-It Foundation,deep,#AA653E,127,152,162
KVD Vegan Beauty,Lock-It Powder Foundation,medium,#D19A71,173,144,158
KVD Vegan Beauty,Lock-It Powder Foundation,fair,#DAC8C0,209,133,134
KVD Vegan Beauty,Lock-It Powder Foundation,light,#D6A891,185,142,146
KVD Vegan Beauty,Lock-It Powder Foundation,tan,#C48855,157,145,164
KVD Vegan Beauty,Lock-It Powder Foundation,tan deep,#C68458,156,149,162
KVD Vegan Beauty,Lock-It Powder Foundation,deep,#A4674C,127,150,154
KVD Vegan Beauty,Lock-It Powder Foundation,rich deep,#9D5F48,119,151,152
KVD Vegan Beauty,Lock-It Powder Foundation Refills,medium,#D19A71,173,144,158
KVD Vegan Beauty,Lock-It Powder Foundation Refills,fair,#EDC7B2,212,138,144
KVD Vegan Beauty,Lock-It Powder Foundation Refills,light,#D7A793,185,143,145
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan,#C48858,157,146,163
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan deep,#C78459,156,149,162
KVD Vegan Beauty,Lock-It Powder Foundation Refills,deep,#A3684A,127,148,155
KVD Vegan Beauty,Lock-It Powder Foundation Refills,rich deep,#9A5E47,117,150,151
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,#FEE7DB,238,134,137
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,#D6AE7E,188,136,158
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,#C18F60,161,141,160
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,#734B35,92,142,148
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,suede,#AC7A49,141,142,162
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,ivoire,#E0B390,194,140,152
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,buff,#DEB997,198,136,150
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,#E4B68F,197,139,154
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,cameo,#F3CBA6,215,137,152
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,shell,#FDCDA6,219,140,154
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,crème,#F8CC9F,216,138,156
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,vanillé,#F3C9A2,214,137,153
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,ivory,#FCFBFB,252,128,128
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,ecru,#DCB593,195,137,151
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,cashew,#FDFCFB,253,128,129
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,beige,#F2C79D,212,138,155
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,bisque,#E8B88D,199,140,157
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,linen,#F1C8A7,213,138,150
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,macadamia,#EFC79D,211,136,154
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,butterscotch,#DEAC7E,189,140,159
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,dune,#EAC7A8,210,136,148
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,buff,#E8BE99,204,138,152
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,latte,#E5B487,196,140,158
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,honey,#FCFCFB,253,128,129
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,dusk,#DDBD99,200,134,150
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,golden,#EBBC91,203,139,156
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,praline,#AD7135,135,146,170
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,suntan,#DEB48A,194,137,155
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,maple,#DA9E66,178,144,166
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,tawny,#CEA774,181,136,160
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,chai,#D3A77F,183,139,155
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,nutmeg,#A86738,127,150,165
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,pecan,#AD7348,137,146,161
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,hazelnut,#AE713E,136,147,166
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,amber,#B3763B,140,146,169
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,truffle,#8C5032,103,150,156
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,espresso,#865439,104,146,152
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,ganache,#8E6139,115,142,158
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,cameo,#EAB48D,197,142,155
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,shell,#E9B684,198,140,160
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,crème,#E4B684,197,138,160
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,vanillé,#ECC193,206,137,157
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,ivory,#EBC294,207,136,157
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,ecru,#E0B288,193,139,156
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,cashew,#DCB286,192,137,156
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,beige,#E9C197,206,136,155
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,bisque,#DC9E6B,179,145,164
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,linen,#D99B67,176,145,164
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,macadamia,#E0B686,196,137,158
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,butterscotch,#DD9F65,179,145,167
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,dune,#E0A269,182,145,167
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,buff,#D6A679,183,140,158
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,latte,#E3B17E,193,140,161
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,honey,#DCA778,185,142,160
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,dusk,#E2B180,193,140,160
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,golden,#D79654,172,146,172
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,praline,#C88C5B,161,146,163
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,suntan,#D5955D,171,146,167
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,maple,#D3935B,169,146,167
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,tawny,#CA9B6B,172,140,160
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,chai,#D99C63,176,144,167
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,nutmeg,#B16A3B,132,152,166
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,pecan,#C3834D,154,147,167
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,hazelnut,#B2713C,137,149,168
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,amber,#C38851,157,145,166
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,truffle,#7E4E38,97,146,149
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,espresso,#784A37,93,145,148
Laura Mercier,Flawless Lumière Radiance-Perfecting Foundation,ganache,#995C2F,115,149,164
NARS,Natural Radiant Longwear Foundation,oslo,#FDD0B9,221,141,145
NARS,Natural Radiant Longwear Foundation,siberia,#F6DCB8,227,132,149
NARS,Natural Radiant Longwear Foundation,mont blanc,#F0C5A2,210,138,151
NARS,Natural Radiant Longwear Foundation,yukon,#EDC3AA,209,139,146
NARS,Natural Radiant Longwear Foundation,gobi,#F3CDA6,216,136,152
NARS,Natural Radiant Longwear Foundation,salzburg,#FCCB9A,217,139,159
NARS,Natural Radiant Longwear Foundation,deauville,#F3C098,207,141,155
NARS,Natural Radiant Longwear Foundation,vienna,#EAC29F,207,137,151
NARS,Natural Radiant Longwear Foundation,fiji,#E9BF93,204,137,156
NARS,Natural Radiant Longwear Foundation,punjab,#E7BA93,201,139,154
NARS,Natural Radiant Longwear Foundation,patagonia,#E5B794,198,140,152
NARS,Natural Radiant Longwear Foundation,vallauris,#E2AF8C,192,142,153
NARS,Natural Radiant Longwear Foundation,santa fe,#E6B98C,199,138,157
NARS,Natural Radiant Longwear Foundation,sahel,#EAB789,199,141,158
NARS,Natural Radiant Longwear Foundation,stromboli,#E2B47F,195,138,161
NARS,Natural Radiant Longwear Foundation,vanuatu,#E4AE7C,191,142,161
NARS,Natural Radiant Longwear Foundation,barcelona,#DEB184,192,138,157
NARS,Natural Radiant Longwear Foundation,valencia,#E6A971,188,144,166
NARS,Natural Radiant Longwear Foundation,aruba,#DDAD7D,189,139,159
NARS,Natural Radiant Longwear Foundation,syracuse,#D5A672,182,139,161
NARS,Natural Radiant Longwear Foundation,tahoe,#D69D66,176,143,165
NARS,Natural Radiant Longwear Foundation,moorea,#CB975E,169,141,165
NARS,Natural Radiant Longwear Foundation,huahine,#D2986B,172,144,160
NARS,Natural Radiant Longwear Foundation,cadiz,#D59968,173,145,163
NARS,Natural Radiant Longwear Foundation,caracas,#C48A55,159,144,165
NARS,Natural Radiant Longwear Foundation,belem,#C88254,155,150,164
NARS,Natural Radiant Longwear Foundation,macao,#B8783A,143,147,171
NARS,Natural Radiant Longwear Foundation,marquises,#B67535,140,148,173
NARS,Natural Radiant Longwear Foundation,manaus,#9F6538,123,147,163
NARS,Natural Radiant Longwear Foundation,new caledonia,#A96B31,130,148,170
NARS,Natural Radiant Longwear Foundation,iguacu,#956241,118,145,155
NARS,Natural Radiant Longwear Foundation,namibia,#956241,118,145,155
NARS,Natural Radiant Longwear Foundation,zambie,#794E2F,95,143,153
NARS,Natural Radiant Longwear Foundation,mali,#764428,87,147,154
NARS,Sheer Glow Foundation,caracas,#C88851,158,147,167
NARS,Sheer Glow Foundation,siberia,#F6DCB8,227,132,149
NARS,Sheer Glow Foundation,oslo,#EDC9B3,213,137,144
NARS,Sheer Glow Foundation,mont blanc,#FBCAA9,216,141,151
NARS,Sheer Glow Foundation,yukon,#EDC3AA,209,139,146
NARS,Sheer Glow Foundation,gobi,#FBD6AC,224,135,154
NARS,Sheer Glow Foundation,salzburg,#EEC398,208,137,155
NARS,Sheer Glow Foundation,deauville,#F3C098,207,141,155
NARS,Sheer Glow Foundation,vienna,#EAC29F,207,137,151
NARS,Sheer Glow Foundation,fiji,#EFBA88,202,141,161
NARS,Sheer Glow Foundation,punjab,#FEFEFE,254,128,128
NARS,Sheer Glow Foundation,patagonia,#E3BA96,200,138,152
NARS,Sheer Glow Foundation,vallauris,#ECB287,196,144,158
NARS,Sheer Glow Foundation,santa fe,#E5B997,200,139,151
NARS,Sheer Glow Foundation,sahel,#E6B68A,197,140,157
NARS,Sheer Glow Foundation,stromboli,#E0AD73,189,140,165
NARS,Sheer Glow Foundation,vanuatu,#D6AB7E,186,138,157
NARS,Sheer Glow Foundation,barcelona,#E8B28B,195,143,155
NARS,Sheer Glow Foundation,valencia,#D6A46F,181,140,163
NARS,Sheer Glow Foundation,aruba,#CCA57E,180,137,154
NARS,Sheer Glow Foundation,syracuse,#CB8959,160,148,164
NARS,Sheer Glow Foundation,tahoe,#DF934C,172,150,176
NARS,Sheer Glow Foundation,moorea,#FEFEFD,254,128,128
NARS,Sheer Glow Foundation,huahine,#D2986B,172,144,160
NARS,Sheer Glow Foundation,cadiz,#FEFEFD,254,128,128
NARS,Sheer Glow Foundation,belem,#B57549,141,149,162
NARS,Sheer Glow Foundation,macao,#A56A43,129,148,159
NARS,Sheer Glow Foundation,marquises,#B47238,138,149,170
NARS,Sheer Glow Foundation,manaus,#A7673A,127,149,164
NARS,Sheer Glow Foundation,new caledonia,#9D5F2E,118,149,166
NARS,Sheer Glow Foundation,iguacu,#805133,100,144,153
NARS,Sheer Glow Foundation,namibia,#955A38,113,149,158
NARS,Sheer Glow Foundation,zambie,#915737,109,149,156
NARS,Sheer Glow Foundation,mali,#824A25,96,148,160
NUDESTIX,Tinted Cover Foundation,nude,#F3DFD7,230,134,134
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,nude,#C49268,164,142,158
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,porcelain,#EEC0A9,207,141,146
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,ivory,#DAAA86,187,141,153
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,buff,#C6987C,170,141,149
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,beige,#C39370,165,142,153
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,golden,#D39871,173,146,157
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,tan,#B47A54,144,146,158
Perricone MD,No Makeup Foundation Serum Broad Spectrum SPF 20,rich,#8B5026,103,149,162
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,tan sand,#9D6338,121,147,162
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,fair-light neutral,#E6C191,205,135,157
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,light-medium neutral,#D5A174,179,142,159
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,light-medium beige,#DA9A72,176,147,158
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,medium neutral,#D19F7B,177,142,154
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,medium beige,#D79C77,176,145,156
Tarte,Amazonian Clay Full Coverage Airbrush Foundation,light sand,#E1B580,195,137,161
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,fair-light beige,#E3AC7F,190,143,159
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,porcelain beige,#F4C99C,214,137,156
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,fair sand,#F8C996,214,138,160
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,fair beige,#F6CC9D,216,137,157
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,ivory,#F1C491,209,137,160
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,fair-light neutral,#ECB275,196,142,167
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,fair-light honey,#E6AD74,191,142,165
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light sand,#EBB67B,198,140,165
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light neutral,#F1C288,208,137,163
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light beige,#E7B382,195,141,160
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light golden,#D3A46E,180,139,163
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light-medium sand,#DEA269,182,144,166
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light-medium neutral,#E8AD73,191,143,166
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light-medium beige,#DEA877,186,142,161
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,light-medium honey,#E5A769,187,144,169
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium sand,#E6A766,187,144,170
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium neutral,#DEA169,181,144,166
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium beige,#E0A170,182,146,163
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium honey,#E6A973,188,144,164
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium-tan honey,#D9A16D,180,143,163
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium-tan sand,#A66C47,130,147,158
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium-tan beige,#A76D49,131,147,157
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,medium-tan neutral,#B37E4C,146,143,163
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan honey,#CC905C,165,145,165
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan golden,#C89362,166,142,162
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan neutral,#BD895E,156,143,159
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan sand,#CA8C52,161,146,168
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan-deep sand,#C98950,159,147,168
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan-deep honey,#C6844E,155,148,167
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan-deep golden,#A16536,124,148,164
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,tan-deep neutral,#9A653E,122,145,159
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,deep sand,#B27246,138,149,162
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,deep golden,#844F2E,100,147,157
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,deep neutral,#67442D,82,140,148
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,deep honey,#9C613B,120,148,160
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,rich golden,#704533,86,144,147
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,rich sand,#734132,85,148,146
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,rich honey,#7B4D2B,95,144,156
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,rich neutral,#5D3B29,72,141,145
Tarte,Amazonian Clay Full Coverage Foundation SPF 15,mahogany,#53332A,63,141,140
Tarte,Clay Stick Foundation,tan deep honey,#C8794A,149,155,166
Tarte,Clay Stick Foundation,deep honey,#954834,102,159,155
Tarte,Clay Stick Foundation,rich honey,#793223,78,158,153
Too Faced,Born This Way Matte 24 Hour Foundation,natural beige,#D58352,159,155,167
Too Faced,Born This Way Matte 24 Hour Foundation,cloud,#FDD1B9,222,140,146
Too Faced,Born This Way Matte 24 Hour Foundation,swan,#FCCEAF,219,140,150
Too Faced,Born This Way Matte 24 Hour Foundation,snow,#FCC9AC,216,142,149
Too Faced,Born This Way Matte 24 Hour Foundation,ivory,#FDC396,212,143,159
Too Faced,Born This Way Matte 24 Hour Foundation,almond,#F3B98C,203,143,159
Too Faced,Born This Way Matte 24 Hour Foundation,seashell,#EFB08B,196,146,156
Too Faced,Born This Way Matte 24 Hour Foundation,pearl,#FCBE95,208,145,157
Too Faced,Born This Way Matte 24 Hour Foundation,porcelain,#E5AD88,191,144,155
Too Faced,Born This Way Matte 24 Hour Foundation,vanilla,#EDAF84,195,145,159
Too Faced,Born This Way Matte 24 Hour Foundation,nude,#DAA27B,181,144,156
Too Faced,Born This Way Matte 24 Hour Foundation,warm nude,#DC976D,174,149,161
Too Faced,Born This Way Matte 24 Hour Foundation,golden beige,#D9945A,171,148,169
